citys                                      ,content                                                                                                                                                                                                                                                                                                                                                               ,evaluate,labs,nams          ,scores,times          ,user_info                                              ,votes
[]                                         ,在搞什么，恶心死了…前面一个小时文戏无聊到爆炸，寡姐和鹰眼那段也真的是神了，且不说绿胖和寡姐也有过感情，鹰眼也有家人，反正就算难以表述的恶心。美队那段也崩死，且不说佩吉在原来的时间线上也有自己的家人，美队为了所谓的爱情就那么不负责任的抛弃所有在现代的朋友，而且还不改变九头蛇的渗透，霍华德的死亡和巴基的折磨吗？傻逼剧情。                                                                                                                                                                                                      ,很差      ,看过  ,慕衍            ,['10'],2019/4/24 11:54,"['179998868 ', ' 2018-06-17加入']"                      ,2
['四川南充']                                   ,快睡着了.                                                                                                                                                                                                                                                                                                                                                                 ,较差      ,看过  ,昆汀的影子         ,['20'],2019/4/28 20:46,"['50627907 ', ' 2011-04-05加入']"                       ,0
[]                                         ,烂尾楼片                                                                                                                                                                                                                                                                                                                                                                  ,很差      ,看过  ,茕林复           ,['10'],2019/5/12 9:47 ,"['69207775 ', ' 2013-02-18加入']"                       ,0
['重庆']                                     ,给粉丝强行喂shi的巨作                                                                                                                                                                                                                                                                                                                                                          ,很差      ,看过  ,chooser       ,['10'],2019/4/28 16:23,"['43061716 ', ' 2010-07-06加入']"                       ,1
['四川成都']                                   ,为托尼，打一星                                                                                                                                                                                                                                                                                                                                                               ,很差      ,看过  ,cool pig      ,['10'],2019/4/24 15:48,"['cool_pig ', ' 2010-01-15加入']"                       ,1
['湖北襄阳']                                   ,这种又烂又长的片子你们怎么能看得出情怀？                                                                                                                                                                                                                                                                                                                                                  ,较差      ,看过  ,该Yann你去光禹     ,['20'],2019/4/27 0:38 ,"['fangyuan1987 ', ' 2009-10-17加入']"                   ,0
['北京']                                     ,为什么我看这类美国人自己意淫的电影就睡着了？只能说自己太low了，看不懂，即便这样还是要说一句：什么玩意嘛？浪费时间                                                                                                                                                                                                                                                                                                            ,很差      ,看过  ,宾是睡不着的水       ,['10'],2019/4/24 14:49,"['140075146 ', ' 2016-01-05加入']"                      ,2
['辽宁沈阳']                                   ,"给一星主要是希望漫威能管一下中国影院偷票房的事。
另外狗血的地方也太多了。完全没必要，比如，黑寡妇和鹰眼反复几次地争夺谁比谁更该死，类似的这些地方太弱智太狗血了，反倒使英雄们之间的情感变得廉价，就如七点半档狗血剧中的痴男怨女一般。其他的理论小bug就不必强求了，整个故事算是完满填坑。但有一个没解释的大bug，灭霸及其军队，没有皮姆粒子，是怎么穿越的呢？光靠星云打开穿梭机是没用的。这个bug太大了。"                                                                                                                                                                                      ,很差      ,看过  ,我是美工          ,['10'],2019/4/24 4:02 ,"['61806904 ', ' 2012-05-29加入']"                       ,0
['广东江门']                                   ,看完精神恍惚是一回事，敷衍了事也是一回事。不拍也行，结局故事可以重写吗？                                                                                                                                                                                                                                                                                                                                  ,较差      ,看过  ,shun          ,['20'],2019/4/26 22:43,"['NatsuTrevor ', ' 2011-09-24加入']"                    ,0
['湖北武汉']                                   ,以后只要是靠穿越救场的电影一概不看                                                                                                                                                                                                                                                                                                                                                     ,较差      ,看过  ,校尉            ,['20'],2019/4/25 5:18 ,"['160154809 ', ' 2017-04-10加入']"                      ,0
['上海']                                     ,被罗素兄弟气死！真的太不尊重角色了！我锤这什么OOC？？？我铁纯粹为了让他死而死？？？我寡姐到底图什么死这么不体面连个团队的哀悼都不值得吗？？？拍了整整一部单人电影来铺垫的惊奇队长以及咕咕到底有什么作用excuse me？？？                                                                                                                                                                                                                                                     ,较差      ,看过  ,巧克力请勇敢        ,['20'],2019/5/3 16:19 ,"['chocolateld ', ' 2008-09-10加入']"                    ,1
[]                                         ,港道理，你卖情怀就好好卖不就行了，再狗屁不通观众睁一只眼闭一只眼也就算了，一部毫无逻辑可言的情怀片还要拉踩别的经典科幻理论，是不是脑子有坑……                                                                                                                                                                                                                                                                                               ,较差      ,看过  ,Bearnne       ,['20'],2019/5/2 16:34 ,"['bearnne ', ' 2008-10-18加入']"                        ,0
['北京']                                     ,真的无聊。节奏慢剧情蠢快睡着了。                                                                                                                                                                                                                                                                                                                                                      ,较差      ,看过  ,六月            ,['20'],2019/4/24 12:51,"['66701410 ', ' 2012-11-29加入']"                       ,2
['四川成都']                                   ,"个人英雄主义＋主旋律，照着《在当下如何给群体受众广大的sb系列拍一部乐色收官爆米花电影》逐字拍的，是我看的第一部也是最后一部漫威超级英雄。
（要不是影院联通没信号可能多给一星）
（）"                                                                                                                                                                                                                                                                                                ,很差      ,看过  ,邮差总按两次铃       ,['10'],2019/4/24 11:55,"['127756116 ', ' 2015-05-17加入']"                      ,0
['北京']                                     ,套路。                                                                                                                                                                                                                                                                                                                                                                   ,较差      ,看过  ,程先森           ,['20'],2019/5/10 16:01,"['chengquan ', ' 2008-12-09加入']"                      ,0
['上海']                                     ,你妈的 为什么                                                                                                                                                                                                                                                                                                                                                               ,很差      ,看过  ,Captain Zoey  ,['10'],2019/4/28 17:48,"['clarachan ', ' 2010-10-09加入']"                      ,1
['北京']                                     ,"[和谐]他[友善度]了个[友善度]的罗素兄弟×3
我说怎么就小罗伯特唐尼读了全剧本呢，原来是要搞死铁人，还丢下孤儿寡母，美国队长抡锤子真是风光呢，完了还能公事私办体验第二次生命，想想要是铁人穿越回去阻止冬兵杀死自己的父母会怎样？他[友善度]的罗素兄弟怎么就不敢这么编？如果漫威宇宙最无私的是灭霸，那么最自私的就是美国队长了。惊奇博士也是个弟弟，一边说不能剧透，一边伸出一根手指让铁人去送死。总之很气"                                                                                                                                                                                       ,较差      ,看过  ,无尽日光          ,['20'],2019/4/24 17:04,"['62119584 ', ' 2012-06-08加入']"                       ,1
['北京']                                     ,现在的某类大片，反派打不过，太bug怎么办？穿越咯。而且啊，不是说惊奇队长能和灭霸正面刚么，就……就完了？反派没获得胜利，这片子基本上就废了。本来就是冲着大慈大悲的灭霸蜀黍来的，结果你给我来这……哈？你确定？？？最后堆人海战术那一块儿，看得有点儿恶心了，什么马在天上飞啊，魔法啊，以及各种违反物理规则的大乱斗啊……就特别没意思。路人的角度来看这部作品，有一个好处就是没那么多情怀，所以影片本身暴露的问题就特别直接。漫威一直没能解决的问题，在于镜头的廉价感。即便如此这般阵容，看着也特别没质感。最后想说的是，寡妇和鹰眼这种级别的人物，能一直存活到这一部，也多亏编剧手下留情了。小手枪和多功能的箭，so what？真的命大，嗯。至于被写死的演员同志们就很幸运了。作为成年人，终于卸下战甲接别的戏了。           ,较差      ,看过  ,P.T.          ,['20'],2019/4/27 23:24,"['57084778 ', ' 2011-12-17加入']"                       ,2
['广东深圳']                                   ,故事寫得太糟糕了。預期被拉到這麼高，結果你給我這種劇情？復聯3可以打85分的話，復聯4只能打45分。當N多英雄從金環走出來，復聯3那麼好的敷陳都辦壞了。沒有殘酷的生死，就沒有真正的超級英雄。                                                                                                                                                                                                                                                                       ,较差      ,看过  ,與妳一起變富有       ,['20'],2019/4/25 1:41 ,"['Ataraxia002 ', ' 2011-12-21加入']"                    ,1
['北京']                                     ,just for 剧情：按这个鸡贼的套路设定，可以来回搞上3000遍，so boring。                                                                                                                                                                                                                                                                                                                         ,较差      ,看过  ,笑央            ,['20'],2019/5/2 22:03 ,"['84383362 ', ' 2014-03-04加入']"                       ,0
[]                                         ,为两位短发女士打星                                                                                                                                                                                                                                                                                                                                                             ,较差      ,看过  ,JIACCG        ,['20'],2019/4/29 14:09,"['88601095 ', ' 2014-05-09加入']"                       ,3
['云南大理']                                   ,"那个蓝色贱光头，全篇就她最没用带着个带记忆的脑袋瓜，钢铁侠莫名被害死

我知道为什么3个小时了
因为要给化灰的角色每人一个大特写加big pos
还有美队的美臀和叨逼叨戏份
"                                                                                                                                                                                                                                                                                                                                   ,较差      ,看过  ,陈雨bbbb        ,['20'],2019/4/28 9:38 ,"['48804184 ', ' 2011-01-15加入']"                       ,1
['湖北咸宁']                                   ,关键剧情全是bug，时空穿越什么的章口就莱，过去的自己想杀就杀，战斗力太失衡的角色，就先去做个头发，一切都为了煽情、怀念服务，这真的能叫“青春的完美完结”？    可能，音乐响起，泪水流下，爱你三千遍，一切都不重要了吧。                                                                                                                                                                                                                                                        ,很差      ,看过  ,风卷亭中雪         ,['10'],2019/4/27 20:36,"['127351140 ', ' 2015-05-10加入']"                      ,0
['Benin']                                  ,我从放映一小时后开始睡到团战开始敢信？                                                                                                                                                                                                                                                                                                                                                   ,较差      ,看过  ,laokelaoke    ,['20'],2019/4/25 12:54,"['142081455 ', ' 2016-02-17加入']"                      ,5
['北京']                                     ,烂片无疑，但灭霸还是挺萌的。文艺片节奏的爆米花电影是灾难。对此类蠢货作品毫无情怀，看着玩，守望者揪出个片头曲也够吊打复联八十部了。好在钢铁侠这个傻逼终于死了，超级英雄圈最装蛋的二货。祝你永不超生。                                                                                                                                                                                                                                                                    ,较差      ,看过  ,只有霸王          ,['20'],2019/5/4 20:54 ,"['youyv ', ' 2007-02-06加入']"                          ,0
['Singapore']                              ,?竟然看出来了“封神榜”的故事线和人设（知识都学杂了）。里面的套路，400多年前《封神演义》就用过了，不都是讲“凑齐一帮异能人士，一起做任务，拯救天下苍生”的事么，不适合拍电影，适合拍电视剧，不然181分钟太磨叽了。只不过许仲琳写书没安排“戴手套打响指”的中二情节，不然真是毁巨著。之前的123都没看过，直接看大结局，能坚持三个小时，真心不易，没吃掉的半桶爆米花??都潮了。                                                                                                                                                                           ,较差      ,看过  ,红彤彤的彤         ,['20'],2019/5/4 19:24 ,"['tungtung ', ' 2010-01-30加入']"                       ,0
['上海']                                     ,垃圾                                                                                                                                                                                                                                                                                                                                                                    ,较差      ,看过  ,桐生一马          ,['20'],2019/6/5 19:27 ,"['132999478 ', ' 2015-08-14加入']"                      ,2
['黑龙江哈尔滨']                                 ,爆米花电影本来就没有什么有看头的剧情，主要看的就是特效。剧情还都被微博朋友圈里剧透了大半，可恶！特效再酷炫，影院也是小屏幕，巨屏票又贵，所以，一般吧。                                                                                                                                                                                                                                                                                           ,很差      ,看过  ,翠花油菜花         ,['10'],2019/4/24 10:00,"['179550364 ', ' 2018-06-06加入']"                      ,4
[]                                         ,??不太行。而且雷神怎么就沦为搞笑担当了啊？？从他出场我就在等他变帅的时候了，然后等到了九点半。                                                                                                                                                                                                                                                                                                                      ,较差      ,看过  ,一兜橙子          ,['20'],2019/4/26 4:50 ,"['64708088 ', ' 2012-09-16加入']"                       ,1
['上海']                                     ,我真的很生气。                                                                                                                                                                                                                                                                                                                                                               ,很差      ,看过  ,Arielin       ,['10'],2019/4/27 20:30,"['40950140 ', ' 2010-05-21加入']"                       ,0
[]                                         ,优秀的爆米花片，但脑残粉太多了                                                                                                                                                                                                                                                                                                                                                       ,很差      ,看过  ,ash           ,['10'],2019/4/24 8:28 ,"['193138136 ', ' 2019-03-10加入']"                      ,4
['北京']                                     ,我觉得我的打分比较真实                                                                                                                                                                                                                                                                                                                                                           ,较差      ,看过  ,呆╮(╯▽╰)╭      ,['20'],2019/5/7 22:55 ,"['mpwin ', ' 2011-01-18加入']"                          ,0
['福建厦门']                                   ,怎么敢这样对thor……完全崩了                                                                                                                                                                                                                                                                                                                                                      ,较差      ,看过  ,恶意多萝西         ,['20'],2019/4/25 19:16,"['156509152 ', ' 2017-01-16加入']"                      ,1
['上海']                                     ,没有漫威情节，纯粹按剧情和电影本身来看的话，两星差不多了…前两个小时几乎在拖时间、打嘴仗，最后全员集结感人不过两三分钟。可能是个很好的告别，但不能说是很好的电影。                                                                                                                                                                                                                                                                                     ,较差      ,看过  ,方熙芯           ,['20'],2019/5/2 22:33 ,"['bonnie920311 ', ' 2008-10-19加入']"                   ,0
[]                                         ,差强人意吧，挺多逻辑硬伤的                                                                                                                                                                                                                                                                                                                                                         ,很差      ,看过  ,牙口好身体好        ,['10'],2019/4/24 2:56 ,"['131802079 ', ' 2015-07-21加入']"                      ,2
['北京']                                     ,这电影就是来骗人的啊！咋的，打不过，找几个更厉害的重新打？我灭霸是平衡宇宙的使者啊，人家花了一辈子时间牺牲自己的女儿又差点牺牲了自己怎么就是反派了？第四集那傻逼根本就不是灭霸，没头脑没智商没情感，没战斗力，假的吧！时间穿梭不带来任何问题？如果这是一部独立电影，我看看场面看看乐子，没问题，你前面10几部又有高度又有深度，最后一部沦为没逻辑的给小孩儿看的低级产品。大家都是大孩子了，别再拿好人坏人分身份了。                                                                                                                                                            ,很差      ,看过  ,November      ,['10'],2019/4/25 17:10,"['49084493 ', ' 2011-01-28加入']"                       ,2
['北京']                                     ,bug真的多，看完砸吧味儿越感觉越不行，说不通的本子别拍行吗                                                                                                                                                                                                                                                                                                                                        ,较差      ,看过  ,-HAPPINESS-   ,['20'],2019/4/27 0:20 ,"['22632700 ', ' 2009-11-07加入']"                       ,1
['四川绵阳']                                   ,相当于看了场春晚，顺颂罗素兄弟商祺。如果真能穿越回五年前，只想把买票的自己暴打一顿。                                                                                                                                                                                                                                                                                                                            ,较差      ,看过  ,Yves·X        ,['20'],2019/4/24 15:08,"['XHY4 ', ' 2011-01-18加入']"                           ,2
['浙江杭州']                                   ,【杭州百老汇影城万象城店】                                                                                                                                                                                                                                                                                                                                                         ,较差      ,看过  ,Lucid K       ,['20'],2019/4/27 19:07,"['Luckid ', ' 2009-09-30加入']"                         ,0
['北京']                                     ,太无聊了。我非常不喜欢打斗时周围连个普通人都没                                                                                                                                                                                                                                                                                                                                               ,较差      ,看过  ,blow with wind,['20'],2019/4/26 23:41,"['blow_a_kiss ', ' 2008-08-24加入']"                    ,0
['北京']                                     ,"怎么说呢，很复杂的心情。
这既在于不想承认自己是个纯傻逼，
又在于这部电影除了文戏的有限提高之外，一无是处。
甚至这样的电影要比《战狼2》有毒的多"                                                                                                                                                                                                                                                                                                                                              ,较差      ,看过  ,风尘            ,['20'],2019/4/30 12:54,"['141083837 ', ' 2016-01-25加入']"                      ,1
[]                                         ,仿佛一堆屎旁边聚集着一堆苍蝇一样，，如此的垃圾电影评分竟如此高，，我一直以为小时代粉是脑残粉。。。感谢漫威，让我见识到了真正的脑残粉。                                                                                                                                                                                                                                                                                                   ,很差      ,看过  ,吴歌            ,['10'],2019/4/24 10:07,"['174383719 ', ' 2018-02-22加入']"                      ,2
[]                                         ,什么垃圾，妇联3打好评都给你脸了                                                                                                                                                                                                                                                                                                                                                      ,很差      ,看过  ,脆皮虾饺          ,['10'],2019/4/26 19:29,"['JTG ', ' 2010-08-06加入']"                            ,1
['广东东莞']                                   ,写死Tony干嘛？惊奇队长这酱油打的。                                                                                                                                                                                                                                                                                                                                                   ,较差      ,看过  ,LAN           ,['20'],2019/4/25 18:18,"['Lan2011 ', ' 2008-07-06加入']"                        ,1
['北京']                                     ,太失望了，尤其是黑寡妇和钢铁侠的死，感觉是为了煽情而死……本来非常期待4能好好哭一下，结果看到这么滑稽的死法我都惊了                                                                                                                                                                                                                                                                                                            ,较差      ,看过  ,幼稚的蚊子         ,['20'],2019/5/2 22:33 ,"['49393326 ', ' 2011-02-12加入']"                       ,0
[]                                         ,辣鸡，真的没意思                                                                                                                                                                                                                                                                                                                                                              ,很差      ,看过  ,世界上的我         ,['10'],2019/5/3 18:48 ,"['181370151 ', ' 2018-07-18加入']"                      ,1
['北京']                                     ,粉丝滤镜和情怀都是双刃剑 这个混乱冗长的终章完美展现了它的反面                                                                                                                                                                                                                                                                                                                                       ,较差      ,看过  ,kitsune       ,['20'],2019/4/27 20:25,"['vincifox ', ' 2011-03-10加入']"                       ,1
['湖北武汉']                                   ,正片在开头斩首灭霸后就结束了，后面是同人作家自由发挥的时间。                                                                                                                                                                                                                                                                                                                                        ,较差      ,看过  ,Driger        ,['20'],2019/5/2 1:22  ,"['Driger ', ' 2007-10-09加入']"                         ,1
['北京']                                     ,"是的我就是不客观，我知道这部电影笑点密集特效突出，可是我就是想说我看了那么多年，结果你给我拍个大型ooc剪辑作为大结局？除了铁人寡姐之死令我伤心，其他地方不是无感就是恶心！
而且我再客观评价一下，这部电影文戏情节拖沓，前面铺垫了半天我还以为后面是有多紧凑震撼？结果后面情节又一泻千里，大战也拍不出战争的压迫感，一边大战又好像屁事没有一样进行着一些文戏，开什么玩笑？
人家拍了好几部的个人电影树立起来的超英，你用一部电影的ooc就让形象彻底崩塌，还告诉我们人是会变的。如果雷神一直不想当王，那他雷神123都在干什么？如果美队一直不想当兵，那美队1有拍出来的必要吗？导演脑子是不是进水了！"                                                                                                                                                                                                                                                        ,很差      ,看过  ,也许不止是告白       ,['10'],2019/4/29 13:25,"['148543003 ', ' 2016-07-19加入']"                      ,2
['浙江杭州']                                   ,有点拖沓                                                                                                                                                                                                                                                                                                                                                                  ,较差      ,看过  ,狗子            ,['20'],2019/4/27 21:36,"['119300332 ', ' 2015-01-03加入']"                      ,1
['广东深圳']                                   ,看到一个小时就想离场了，真不是为我这种从没看过故事的人准备的，so boring                                                                                                                                                                                                                                                                                                                              ,很差      ,看过  ,十三            ,['10'],2019/5/3 18:53 ,"['140075550 ', ' 2016-01-05加入']"                      ,1
['四川成都']                                   ,丧了2个小时来迎来终于不让人如坐针毡的精彩打斗，作为一个爆米花片你好意思吗？后悔我的高票价，更后悔我的3个小时…                                                                                                                                                                                                                                                                                                              ,较差      ,看过  ,中年老少女         ,['20'],2019/4/30 0:01 ,"['su321 ', ' 2007-11-20加入']"                          ,1
['香港']                                     ,可以说所谓的11年22部Marvel电影宇宙大结局+复联3起得非常高的头彻底烂尾+演砸了。完全粉丝向。通篇选择了一个非常容易玩烂的梗且顺利玩烂。响指的逻辑完全get不到。最终的最终之战的结局更是如同儿戏。也许此片唯一成功之处便是吊了一个高出天际的胃口吧。                                                                                                                                                                                                                                       ,较差      ,看过  ,郭二            ,['20'],2019/4/25 1:43 ,"['guoyandao ', ' 2007-08-03加入']"                      ,0
['上海']                                     ,真的是毫无新意的剧情 难看                                                                                                                                                                                                                                                                                                                                                         ,较差      ,看过  ,DM            ,['20'],2019/5/2 1:15  ,"['2210634 ', ' 2008-02-01加入']"                        ,1
['河南漯河']                                   ,吹的太过了。顶天了7分。9.1分太夸张，臭长                                                                                                                                                                                                                                                                                                                                                ,较差      ,看过  ,如何            ,['20'],2019/4/24 23:08,"['145998342 ', ' 2016-05-19加入']"                      ,1
['四川遂宁']                                   ,我.不.喜.欢.                                                                                                                                                                                                                                                                                                                                                              ,较差      ,看过  ,豌豆加米米         ,['20'],2019/4/26 8:15 ,"['141978295 ', ' 2016-02-15加入']"                      ,1
"['Weimar, Germany']"                      ,寻宝的外壳，回到过去和旧爱，女儿，父亲，自己做个告别的实质……可惜三个小时就没能好好说故事，我着急啊，痔疮都犯了                                                                                                                                                                                                                                                                                                              ,较差      ,看过  ,Irreer        ,['20'],2019/4/25 1:09 ,"['fengzisb ', ' 2010-07-27加入']"                       ,0
['上海']                                     ,讨厌黑寡妇和钢铁侠死了！！讨厌！！绿巨人你个傻X！！                                                                                                                                                                                                                                                                                                                                            ,较差      ,看过  ,绿色毛毛虫         ,['20'],2019/4/24 23:56,"['47299010 ', ' 2010-11-10加入']"                       ,0
"['Sydney, Australia']"                    ,恕我get不到貴超級英雄界的點。不就是漫威宇宙的建Ｘ大業？「春晚拼盤式」appearance因為是好萊塢影星就不膚淺了嗎？而且為什麼「鷹眼」明明有老婆孩子還要跟黑寡婦搞那樣一出情深意重你死我活？？不懂。??♀?                                                                                                                                                                                                                                                             ,较差      ,看过  ,挂拉            ,['20'],2019/5/9 21:15 ,"['Joie ', ' 2006-12-28加入']"                           ,0
['北京']                                     ,"1发现喜欢漫威和权游的人重合度很高，权游最大的魅力不正是反漫威的类型套路？

2如果说漫威和权游是两种故事类型，漫威就讲好莱坞工业1.0的正义和家庭，可漫威的创新度和新鲜感也远不如同样只讲真善美的皮克斯。

3漫威对我没吸引力在哪，很简单，他们没什么想象力啊，穿个盔甲，拿个盾牌，拿个锤子，然后飞来飞去？
拜托，这最多也就半个孙悟空的想象力。

4就打架这件事来说，我们是一个有点穴，隐身，易容术，遁地术，千里眼，顺风耳，三头六臂，吸星大法各种技能包可用的国家。漫威打架也不好看啊。"                                                                                                                                                                                                                                                                                                 ,较差      ,看过  ,白日梦想家         ,['20'],2019/4/25 22:21,"['133631660 ', ' 2015-08-26加入']"                      ,0
"['Philadelphia, United States']"          ,萝卜开会？                                                                                                                                                                                                                                                                                                                                                                 ,较差      ,看过  ,小中            ,['20'],2019/4/24 2:58 ,"['yangzhuo322 ', ' 2009-12-27加入']"                    ,2
[]                                         ,寡姐一个人寂静地死了，因为她总是一个人吧                                                                                                                                                                                                                                                                                                                                                  ,较差      ,看过  ,太行山兔          ,['20'],2019/4/24 15:22,"['183363822 ', ' 2018-08-21加入']"                      ,0
"['Praha, Czech Republic']"                ,这是最好的结局？？？我呸。                                                                                                                                                                                                                                                                                                                                                         ,较差      ,看过  ,了不起的秋         ,['20'],2019/4/25 23:45,"['135095605 ', ' 2015-09-25加入']"                      ,0
"['Tōkyō, Japan']"                         ,资本能用屎卖钱的时候，不舍得增加一分钱成本                                                                                                                                                                                                                                                                                                                                                 ,较差      ,看过  ,卷毛的坏蛋         ,['20'],2019/4/26 2:50 ,"['xiaxiaodai ', ' 2009-04-19加入']"                     ,1
['广东广州']                                   ,昏昏欲睡，文戏铺垫又臭又长，对于我这种没全系列都看的简直是看到想睡觉。                                                                                                                                                                                                                                                                                                                                   ,较差      ,看过  ,氧气            ,['20'],2019/4/26 19:05,"['139318938 ', ' 2015-12-21加入']"                      ,0
['上海']                                     ,至今为止看过最难看的漫威电影  又臭又长  本来想一星  最后想了想送一颗星给锤哥妈妈  太温柔了                                                                                                                                                                                                                                                                                                                     ,较差      ,看过  ,想吃热干面         ,['20'],2019/5/4 16:22 ,"['Yvetttte0827 ', ' 2018-02-27加入']"                   ,1
['江苏南京']                                   ,哎 失望                                                                                                                                                                                                                                                                                                                                                                  ,较差      ,看过  ,不如在家炒股        ,['20'],2019/4/24 21:11,"['126573502 ', ' 2015-04-29加入']"                      ,2
['Yugoslavia']                             ,业界毒瘤新标杆                                                                                                                                                                                                                                                                                                                                                               ,较差      ,看过  ,mulder        ,['20'],2019/4/28 11:04,"['mulder.jr ', ' 2007-06-29加入']"                      ,0
['湖北武汉']                                   ,脸盲，没看过123，都不认识，蜘蛛侠和我看过的长的也不一样，看的好尴尬，玩的时间线更尴尬! 热闹也没看几分钟就没了                                                                                                                                                                                                                                                                                                             ,较差      ,看过  ,goldlya       ,['20'],2019/5/1 1:38  ,"['33572918 ', ' 2010-01-22加入']"                       ,0
